"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","POP","WOMEN","MLN_PER","A","2011",2.808893,
"DNK","POP","WOMEN","MLN_PER","A","2012",2.818758,
"DNK","POP","WOMEN","MLN_PER","A","2013",2.829366,"B"
"FIN","POP","TOT","AGRWTH","A","1956",1.109799,
"FIN","POP","TOT","AGRWTH","A","1957",0.98085,
"FIN","POP","TOT","AGRWTH","A","1958",0.8325624,
"FIN","POP","TOT","AGRWTH","A","1959",0.8027523,
"FIN","POP","TOT","AGRWTH","A","1960",0.7963595,
"FIN","POP","TOT","AGRWTH","A","1961",0.6997743,
"FIN","POP","TOT","AGRWTH","A","1962",0.6724949,
"FIN","POP","TOT","AGRWTH","A","1963",0.7125362,
"FIN","POP","TOT","AGRWTH","A","1964",0.5748397,
"FIN","POP","TOT","AGRWTH","A","1965",0.3297428,
"FIN","POP","TOT","AGRWTH","A","1966",0.3724803,
"FIN","POP","TOT","AGRWTH","A","1967",0.5457324,
"FIN","POP","TOT","AGRWTH","A","1968",0.4342162,
"FIN","POP","TOT","AGRWTH","A","1969",-0.04323389,
"FIN","POP","TOT","AGRWTH","A","1970",-0.3892733,
"FIN","POP","TOT","AGRWTH","A","1971",0.1302649,
"FIN","POP","TOT","AGRWTH","A","1972",0.6071119,
"FIN","POP","TOT","AGRWTH","A","1973",0.5603448,
"FIN","POP","TOT","AGRWTH","A","1974",0.5357908,
"FIN","POP","TOT","AGRWTH","A","1975",0.4476658,
"FIN","POP","TOT","AGRWTH","A","1976",0.2971137,
"FIN","POP","TOT","AGRWTH","A","1977",0.2750741,
"FIN","POP","TOT","AGRWTH","A","1978",0.295421,
"FIN","POP","TOT","AGRWTH","A","1979",0.2524721,
"FIN","POP","TOT","AGRWTH","A","1980",0.293809,
"FIN","POP","TOT","AGRWTH","A","1981",0.4394225,
"FIN","POP","TOT","AGRWTH","A","1982",0.5625,
"FIN","POP","TOT","AGRWTH","A","1983",0.6007872,
"FIN","POP","TOT","AGRWTH","A","1984",0.5354201,
"FIN","POP","TOT","AGRWTH","A","1985",0.4096682,
"FIN","POP","TOT","AGRWTH","A","1986",0.3263974,
"FIN","POP","TOT","AGRWTH","A","1987",0.2846686,
"FIN","POP","TOT","AGRWTH","A","1988",0.3041362,
"FIN","POP","TOT","AGRWTH","A","1989",0.3436426,
"FIN","POP","TOT","AGRWTH","A","1990",0.443191,
"FIN","POP","TOT","AGRWTH","A","1991",0.5615724,
"FIN","POP","TOT","AGRWTH","A","1992",0.5584364,
"FIN","POP","TOT","AGRWTH","A","1993",0.4760016,
"FIN","POP","TOT","AGRWTH","A","1994",0.4342677,
"FIN","POP","TOT","AGRWTH","A","1995",0.3930818,
"FIN","POP","TOT","AGRWTH","A","1996",0.3328113,
"FIN","POP","TOT","AGRWTH","A","1997",0.2926829,
"FIN","POP","TOT","AGRWTH","A","1998",0.2529183,
"FIN","POP","TOT","AGRWTH","A","1999",0.2328741,
"FIN","POP","TOT","AGRWTH","A","2000",0.2129719,
"FIN","POP","TOT","AGRWTH","A","2001",0.2318393,
"FIN","POP","TOT","AGRWTH","A","2002",0.2505783,
"FIN","POP","TOT","AGRWTH","A","2003",0.2307249,
"FIN","POP","TOT","AGRWTH","A","2004",0.2877422,
"FIN","POP","TOT","AGRWTH","A","2005",0.3442999,
"FIN","POP","TOT","AGRWTH","A","2006",0.400305,
"FIN","POP","TOT","AGRWTH","A","2007",0.4176951,
"FIN","POP","TOT","AGRWTH","A","2008",0.453772,
"FIN","POP","TOT","AGRWTH","A","2009",0.4893657,
"FIN","POP","TOT","AGRWTH","A","2010",0.4495224,
"FIN","POP","TOT","AGRWTH","A","2011",0.466157,
"FIN","POP","TOT","AGRWTH","A","2012",0.4825538,
"FIN","POP","TOT","AGRWTH","A","2013",0.4617658,
"FIN","POP","TOT","AGRWTH","A","2014",0.6067291,
"FIN","POP","MEN","MLN_PER","A","1955",2.031,
"FIN","POP","MEN","MLN_PER","A","1956",2.055,
"FIN","POP","MEN","MLN_PER","A","1957",2.077,
"FIN","POP","MEN","MLN_PER","A","1958",2.096,
"FIN","POP","MEN","MLN_PER","A","1959",2.115,
"FIN","POP","MEN","MLN_PER","A","1960",2.133,
"FIN","POP","MEN","MLN_PER","A","1961",2.15,
"FIN","POP","MEN","MLN_PER","A","1962",2.166,
"FIN","POP","MEN","MLN_PER","A","1963",2.182,
"FIN","POP","MEN","MLN_PER","A","1964",2.196,
"FIN","POP","MEN","MLN_PER","A","1965",2.204,
"FIN","POP","MEN","MLN_PER","A","1966",2.213,
"FIN","POP","MEN","MLN_PER","A","1967",2.226,
"FIN","POP","MEN","MLN_PER","A","1968",2.236,
"FIN","POP","MEN","MLN_PER","A","1969",2.235,
"FIN","POP","MEN","MLN_PER","A","1970",2.224,
"FIN","POP","MEN","MLN_PER","A","1971",2.227,
"FIN","POP","MEN","MLN_PER","A","1972",2.242,
"FIN","POP","MEN","MLN_PER","A","1973",2.255,
"FIN","POP","MEN","MLN_PER","A","1974",2.268,
"FIN","POP","MEN","MLN_PER","A","1975",2.278,
"FIN","POP","MEN","MLN_PER","A","1976",2.284,
"FIN","POP","MEN","MLN_PER","A","1977",2.291,
"FIN","POP","MEN","MLN_PER","A","1978",2.299,
"FIN","POP","MEN","MLN_PER","A","1979",2.304,
"FIN","POP","MEN","MLN_PER","A","1980",2.311,
"FIN","POP","MEN","MLN_PER","A","1981",2.321,
"FIN","POP","MEN","MLN_PER","A","1982",2.335,
"FIN","POP","MEN","MLN_PER","A","1983",2.35,
"FIN","POP","MEN","MLN_PER","A","1984",2.363,
"FIN","POP","MEN","MLN_PER","A","1985",2.373,
"FIN","POP","MEN","MLN_PER","A","1986",2.382,
"FIN","POP","MEN","MLN_PER","A","1987",2.388,
"FIN","POP","MEN","MLN_PER","A","1988",2.397,
"FIN","POP","MEN","MLN_PER","A","1989",2.407,
"FIN","POP","MEN","MLN_PER","A","1990",2.419,
"FIN","POP","MEN","MLN_PER","A","1991",2.435,
"FIN","POP","MEN","MLN_PER","A","1992",2.45,
"FIN","POP","MEN","MLN_PER","A","1993",2.464,
"FIN","POP","MEN","MLN_PER","A","1994",2.476,
"FIN","POP","MEN","MLN_PER","A","1995",2.487,
"FIN","POP","MEN","MLN_PER","A","1996",2.496,
"FIN","POP","MEN","MLN_PER","A","1997",2.505,
"FIN","POP","MEN","MLN_PER","A","1998",2.513,
"FIN","POP","MEN","MLN_PER","A","1999",2.52,
"FIN","POP","MEN","MLN_PER","A","2000",2.526,
"FIN","POP","MEN","MLN_PER","A","2001",2.533,
"FIN","POP","MEN","MLN_PER","A","2002",2.541,
"FIN","POP","MEN","MLN_PER","A","2003",2.549,
"FIN","POP","MEN","MLN_PER","A","2004",2.557,
"FIN","POP","MEN","MLN_PER","A","2005",2.567,
"FIN","POP","MEN","MLN_PER","A","2006",2.578,
"FIN","POP","MEN","MLN_PER","A","2007",2.59,
"FIN","POP","MEN","MLN_PER","A","2008",2.604,
"FIN","POP","MEN","MLN_PER","A","2009",2.618,
"FIN","POP","MEN","MLN_PER","A","2010",2.632,
"FIN","POP","MEN","MLN_PER","A","2011",2.645,
"FIN","POP","MEN","MLN_PER","A","2012",2.66,
"FIN","POP","MEN","MLN_PER","A","2013",2.674,
"FIN","POP","MEN","MLN_PER","A","2014",2.692,
"FIN","POP","TOT","MLN_PER","A","1955",4.235,
"FIN","POP","TOT","MLN_PER","A","1956",4.282,
"FIN","POP","TOT","MLN_PER","A","1957",4.324,
"FIN","POP","TOT","MLN_PER","A","1958",4.36,
"FIN","POP","TOT","MLN_PER","A","1959",4.395,
"FIN","POP","TOT","MLN_PER","A","1960",4.43,
"FIN","POP","TOT","MLN_PER","A","1961",4.461,
"FIN","POP","TOT","MLN_PER","A","1962",4.491,
"FIN","POP","TOT","MLN_PER","A","1963",4.523,
"FIN","POP","TOT","MLN_PER","A","1964",4.549,
"FIN","POP","TOT","MLN_PER","A","1965",4.564,
"FIN","POP","TOT","MLN_PER","A","1966",4.581,
"FIN","POP","TOT","MLN_PER","A","1967",4.606,
"FIN","POP","TOT","MLN_PER","A","1968",4.626,
"FIN","POP","TOT","MLN_PER","A","1969",4.624,
"FIN","POP","TOT","MLN_PER","A","1970",4.606,
"FIN","POP","TOT","MLN_PER","A","1971",4.612,
"FIN","POP","TOT","MLN_PER","A","1972",4.64,
"FIN","POP","TOT","MLN_PER","A","1973",4.666,
"FIN","POP","TOT","MLN_PER","A","1974",4.691,
"FIN","POP","TOT","MLN_PER","A","1975",4.712,
"FIN","POP","TOT","MLN_PER","A","1976",4.726,
"FIN","POP","TOT","MLN_PER","A","1977",4.739,
"FIN","POP","TOT","MLN_PER","A","1978",4.753,
"FIN","POP","TOT","MLN_PER","A","1979",4.765,
"FIN","POP","TOT","MLN_PER","A","1980",4.779,
"FIN","POP","TOT","MLN_PER","A","1981",4.8,
"FIN","POP","TOT","MLN_PER","A","1982",4.827,
"FIN","POP","TOT","MLN_PER","A","1983",4.856,
"FIN","POP","TOT","MLN_PER","A","1984",4.882,
"FIN","POP","TOT","MLN_PER","A","1985",4.902,
"FIN","POP","TOT","MLN_PER","A","1986",4.918,
"FIN","POP","TOT","MLN_PER","A","1987",4.932,
"FIN","POP","TOT","MLN_PER","A","1988",4.947,
"FIN","POP","TOT","MLN_PER","A","1989",4.964,
"FIN","POP","TOT","MLN_PER","A","1990",4.986,
"FIN","POP","TOT","MLN_PER","A","1991",5.014,
"FIN","POP","TOT","MLN_PER","A","1992",5.042,
"FIN","POP","TOT","MLN_PER","A","1993",5.066,
"FIN","POP","TOT","MLN_PER","A","1994",5.088,
"FIN","POP","TOT","MLN_PER","A","1995",5.108,
"FIN","POP","TOT","MLN_PER","A","1996",5.125,
"FIN","POP","TOT","MLN_PER","A","1997",5.14,
"FIN","POP","TOT","MLN_PER","A","1998",5.153,
"FIN","POP","TOT","MLN_PER","A","1999",5.165,
"FIN","POP","TOT","MLN_PER","A","2000",5.176,
"FIN","POP","TOT","MLN_PER","A","2001",5.188,
"FIN","POP","TOT","MLN_PER","A","2002",5.201,
"FIN","POP","TOT","MLN_PER","A","2003",5.213,
"FIN","POP","TOT","MLN_PER","A","2004",5.228,
"FIN","POP","TOT","MLN_PER","A","2005",5.246,
"FIN","POP","TOT","MLN_PER","A","2006",5.267,
"FIN","POP","TOT","MLN_PER","A","2007",5.289,
"FIN","POP","TOT","MLN_PER","A","2008",5.313,
"FIN","POP","TOT","MLN_PER","A","2009",5.339,
"FIN","POP","TOT","MLN_PER","A","2010",5.363,
"FIN","POP","TOT","MLN_PER","A","2011",5.388,
"FIN","POP","TOT","MLN_PER","A","2012",5.414,
"FIN","POP","TOT","MLN_PER","A","2013",5.439,
"FIN","POP","TOT","MLN_PER","A","2014",5.472,
"FIN","POP","WOMEN","MLN_PER","A","1955",2.204,
"FIN","POP","WOMEN","MLN_PER","A","1956",2.227,
"FIN","POP","WOMEN","MLN_PER","A","1957",2.247,
"FIN","POP","WOMEN","MLN_PER","A","1958",2.264,
"FIN","POP","WOMEN","MLN_PER","A","1959",2.28,
"FIN","POP","WOMEN","MLN_PER","A","1960",2.297,
"FIN","POP","WOMEN","MLN_PER","A","1961",2.311,
"FIN","POP","WOMEN","MLN_PER","A","1962",2.325,
"FIN","POP","WOMEN","MLN_PER","A","1963",2.341,
"FIN","POP","WOMEN","MLN_PER","A","1964",2.353,
"FIN","POP","WOMEN","MLN_PER","A","1965",2.36,
"FIN","POP","WOMEN","MLN_PER","A","1966",2.368,
"FIN","POP","WOMEN","MLN_PER","A","1967",2.38,
"FIN","POP","WOMEN","MLN_PER","A","1968",2.39,
"FIN","POP","WOMEN","MLN_PER","A","1969",2.389,
"FIN","POP","WOMEN","MLN_PER","A","1970",2.382,
"FIN","POP","WOMEN","MLN_PER","A","1971",2.385,
"FIN","POP","WOMEN","MLN_PER","A","1972",2.398,
"FIN","POP","WOMEN","MLN_PER","A","1973",2.411,
"FIN","POP","WOMEN","MLN_PER","A","1974",2.423,
"FIN","POP","WOMEN","MLN_PER","A","1975",2.434,
"FIN","POP","WOMEN","MLN_PER","A","1976",2.441,
"FIN","POP","WOMEN","MLN_PER","A","1977",2.448,
"FIN","POP","WOMEN","MLN_PER","A","1978",2.454,
"FIN","POP","WOMEN","MLN_PER","A","1979",2.461,
"FIN","POP","WOMEN","MLN_PER","A","1980",2.468,
"FIN","POP","WOMEN","MLN_PER","A","1981",2.479,
"FIN","POP","WOMEN","MLN_PER","A","1982",2.492,
"FIN","POP","WOMEN","MLN_PER","A","1983",2.506,
"FIN","POP","WOMEN","MLN_PER","A","1984",2.519,
"FIN","POP","WOMEN","MLN_PER","A","1985",2.529,
"FIN","POP","WOMEN","MLN_PER","A","1986",2.536,
"FIN","POP","WOMEN","MLN_PER","A","1987",2.544,
"FIN","POP","WOMEN","MLN_PER","A","1988",2.55,
"FIN","POP","WOMEN","MLN_PER","A","1989",2.557,
"FIN","POP","WOMEN","MLN_PER","A","1990",2.567,
"FIN","POP","WOMEN","MLN_PER","A","1991",2.579,
"FIN","POP","WOMEN","MLN_PER","A","1992",2.592,
"FIN","POP","WOMEN","MLN_PER","A","1993",2.603,
"FIN","POP","WOMEN","MLN_PER","A","1994",2.612,
"FIN","POP","WOMEN","MLN_PER","A","1995",2.621,
"FIN","POP","WOMEN","MLN_PER","A","1996",2.628,
"FIN","POP","WOMEN","MLN_PER","A","1997",2.635,
"FIN","POP","WOMEN","MLN_PER","A","1998",2.641,
"FIN","POP","WOMEN","MLN_PER","A","1999",2.646,
"FIN","POP","WOMEN","MLN_PER","A","2000",2.65,
"FIN","POP","WOMEN","MLN_PER","A","2001",2.655,
"FIN","POP","WOMEN","MLN_PER","A","2002",2.659,
"FIN","POP","WOMEN","MLN_PER","A","2003",2.664,
"FIN","POP","WOMEN","MLN_PER","A","2004",2.671,
"FIN","POP","WOMEN","MLN_PER","A","2005",2.679,
"FIN","POP","WOMEN","MLN_PER","A","2006",2.688,
"FIN","POP","WOMEN","MLN_PER","A","2007",2.698,
"FIN","POP","WOMEN","MLN_PER","A","2008",2.709,
"FIN","POP","WOMEN","MLN_PER","A","2009",2.721,
"FIN","POP","WOMEN","MLN_PER","A","2010",2.732,
"FIN","POP","WOMEN","MLN_PER","A","2011",2.743,
"FIN","POP","WOMEN","MLN_PER","A","2012",2.754,
"FIN","POP","WOMEN","MLN_PER","A","2013",2.765,
"FIN","POP","WOMEN","MLN_PER","A","2014",2.78,
"FRA","POP","TOT","AGRWTH","A","1951",0.7813366,
"FRA","POP","TOT","AGRWTH","A","1952",0.7214617,
"FRA","POP","TOT","AGRWTH","A","1953",0.6879022,
"FRA","POP","TOT","AGRWTH","A","1954",0.7128597,
"FRA","POP","TOT","AGRWTH","A","1955",0.8620276,
"FRA","POP","TOT","AGRWTH","A","1956",0.9565492,
"FRA","POP","TOT","AGRWTH","A","1957",1.066967,
"FRA","POP","TOT","AGRWTH","A","1958",1.078713,
"FRA","POP","TOT","AGRWTH","A","1959",1.006675,
"FRA","POP","TOT","AGRWTH","A","1960",0.9825346,
"FRA","POP","TOT","AGRWTH","A","1961",1.047631,
"FRA","POP","TOT","AGRWTH","A","1962",1.808544,
"FRA","POP","TOT","AGRWTH","A","1963",1.741604,
"FRA","POP","TOT","AGRWTH","A","1964",1.033534,
"FRA","POP","TOT","AGRWTH","A","1965",0.926057,
"FRA","POP","TOT","AGRWTH","A","1966",0.8324167,
"FRA","POP","TOT","AGRWTH","A","1967",0.7823664,
"FRA","POP","TOT","AGRWTH","A","1968",0.7408912,
"FRA","POP","TOT","AGRWTH","A","1969",0.8065126,
"FRA","POP","TOT","AGRWTH","A","1970",0.9027569,
"FRA","POP","TOT","AGRWTH","A","1971",0.9431672,
"FRA","POP","TOT","AGRWTH","A","1972",0.8776789,
"FRA","POP","TOT","AGRWTH","A","1973",0.8073087,
"FRA","POP","TOT","AGRWTH","A","1974",0.6563203,
"FRA","POP","TOT","AGRWTH","A","1975",0.4552142,
"FRA","POP","TOT","AGRWTH","A","1976",0.3975433,
"FRA","POP","TOT","AGRWTH","A","1977",0.4472121,
"FRA","POP","TOT","AGRWTH","A","1978",0.4347215,
"FRA","POP","TOT","AGRWTH","A","1979",0.4307359,
"FRA","POP","TOT","AGRWTH","A","1980",0.5107205,
"FRA","POP","TOT","AGRWTH","A","1981",0.5601465,
"FRA","POP","TOT","AGRWTH","A","1982",0.5733972,
"FRA","POP","TOT","AGRWTH","A","1983",0.5136983,
"FRA","POP","TOT","AGRWTH","A","1984",0.4631145,
"FRA","POP","TOT","AGRWTH","A","1985",0.4692175,
"FRA","POP","TOT","AGRWTH","A","1986",0.4743465,
"FRA","POP","TOT","AGRWTH","A","1987",0.4994949,
"FRA","POP","TOT","AGRWTH","A","1988",0.5266824,
"FRA","POP","TOT","AGRWTH","A","1989",0.5442623,
"FRA","POP","TOT","AGRWTH","A","1990",0.5058628,
"FRA","POP","TOT","AGRWTH","A","1991",0.4704153,
"FRA","POP","TOT","AGRWTH","A","1992",0.4637951,
"FRA","POP","TOT","AGRWTH","A","1993",0.3969909,
"FRA","POP","TOT","AGRWTH","A","1994",0.3335596,
"FRA","POP","TOT","AGRWTH","A","1995",0.3216787,
"FRA","POP","TOT","AGRWTH","A","1996",0.3141903,
"FRA","POP","TOT","AGRWTH","A","1997",0.3127943,
"FRA","POP","TOT","AGRWTH","A","1998",0.3269287,
"FRA","POP","TOT","AGRWTH","A","1999",0.4788161,
"FRA","POP","TOT","AGRWTH","A","2000",0.6560958,
"FRA","POP","TOT","AGRWTH","A","2001",0.7006998,
"FRA","POP","TOT","AGRWTH","A","2002",0.702188,
"FRA","POP","TOT","AGRWTH","A","2003",0.6841452,
"FRA","POP","TOT","AGRWTH","A","2004",0.7142373,
"FRA","POP","TOT","AGRWTH","A","2005",0.736249,
"FRA","POP","TOT","AGRWTH","A","2006",0.6799229,
"FRA","POP","TOT","AGRWTH","A","2007",0.596724,
"FRA","POP","TOT","AGRWTH","A","2008",0.5410066,
"FRA","POP","TOT","AGRWTH","A","2009",0.5059126,
"FRA","POP","TOT","AGRWTH","A","2010",0.482816,
"FRA","POP","TOT","AGRWTH","A","2011",0.4853444,
"FRA","POP","TOT","AGRWTH","A","2012",0.4600292,
"FRA","POP","TOT","AGRWTH","A","2013",0.4284693,
"FRA","POP","TOT","AGRWTH","A","2014",0.4328628,"B"
"FRA","POP","MEN","MLN_PER","A","1950",20.10528,
"FRA","POP","MEN","MLN_PER","A","1951",20.28706,
"FRA","POP","MEN","MLN_PER","A","1952",20.45385,
"FRA","POP","MEN","MLN_PER","A","1953",20.61283,
"FRA","POP","MEN","MLN_PER","A","1954",20.77675,
"FRA","POP","MEN","MLN_PER","A","1955",20.97045,
"FRA","POP","MEN","MLN_PER","A","1956",21.18695,
"FRA","POP","MEN","MLN_PER","A","1957",21.4347,
"FRA","POP","MEN","MLN_PER","A","1958",21.68917,
"FRA","POP","MEN","MLN_PER","A","1959",21.92793,
"FRA","POP","MEN","MLN_PER","A","1960",22.16259,
"FRA","POP","MEN","MLN_PER","A","1961",22.41525,
"FRA","POP","MEN","MLN_PER","A","1962",22.85026,
"FRA","POP","MEN","MLN_PER","A","1963",23.26895,
"FRA","POP","MEN","MLN_PER","A","1964",23.51477,
"FRA","POP","MEN","MLN_PER","A","1965",23.73678,
"FRA","POP","MEN","MLN_PER","A","1966",23.93776,
"FRA","POP","MEN","MLN_PER","A","1967",24.12777,
"FRA","POP","MEN","MLN_PER","A","1968",24.31548,
"FRA","POP","MEN","MLN_PER","A","1969",24.53656,
"FRA","POP","MEN","MLN_PER","A","1970",24.79245,
"FRA","POP","MEN","MLN_PER","A","1971",25.05397,
"FRA","POP","MEN","MLN_PER","A","1972",25.29281,
"FRA","POP","MEN","MLN_PER","A","1973",25.51844,
"FRA","POP","MEN","MLN_PER","A","1974",25.69872,
"FRA","POP","MEN","MLN_PER","A","1975",25.80708,
"FRA","POP","MEN","MLN_PER","A","1976",25.89257,
"FRA","POP","MEN","MLN_PER","A","1977",25.99265,
"FRA","POP","MEN","MLN_PER","A","1978",26.09013,
"FRA","POP","MEN","MLN_PER","A","1979",26.18866,
"FRA","POP","MEN","MLN_PER","A","1980",26.31238,
"FRA","POP","MEN","MLN_PER","A","1981",26.45559,
"FRA","POP","MEN","MLN_PER","A","1982",26.60086,
"FRA","POP","MEN","MLN_PER","A","1983",26.7244,
"FRA","POP","MEN","MLN_PER","A","1984",26.8337,
"FRA","POP","MEN","MLN_PER","A","1985",26.94623,
"FRA","POP","MEN","MLN_PER","A","1986",27.06405,
"FRA","POP","MEN","MLN_PER","A","1987",27.1907,
"FRA","POP","MEN","MLN_PER","A","1988",27.32712,
"FRA","POP","MEN","MLN_PER","A","1989",27.47131,
"FRA","POP","MEN","MLN_PER","A","1990",27.60618,
"FRA","POP","MEN","MLN_PER","A","1991",27.73174,
"FRA","POP","MEN","MLN_PER","A","1992",27.85528,
"FRA","POP","MEN","MLN_PER","A","1993",27.95744,
"FRA","POP","MEN","MLN_PER","A","1994",28.03875,
"FRA","POP","MEN","MLN_PER","A","1995",28.11675,
"FRA","POP","MEN","MLN_PER","A","1996",28.1956,
"FRA","POP","MEN","MLN_PER","A","1997",28.27596,
"FRA","POP","MEN","MLN_PER","A","1998",28.36116,
"FRA","POP","MEN","MLN_PER","A","1999",28.48653,
"FRA","POP","MEN","MLN_PER","A","2000",28.65897,
"FRA","POP","MEN","MLN_PER","A","2001",28.84573,
"FRA","POP","MEN","MLN_PER","A","2002",29.03496,
"FRA","POP","MEN","MLN_PER","A","2003",29.22199,
"FRA","POP","MEN","MLN_PER","A","2004",29.41694,
"FRA","POP","MEN","MLN_PER","A","2005",29.61689,
"FRA","POP","MEN","MLN_PER","A","2006",29.81599,
"FRA","POP","MEN","MLN_PER","A","2007",30.00116,
"FRA","POP","MEN","MLN_PER","A","2008",30.16609,
"FRA","POP","MEN","MLN_PER","A","2009",30.32269,
"FRA","POP","MEN","MLN_PER","A","2010",30.47579,
"FRA","POP","MEN","MLN_PER","A","2011",30.6264,
"FRA","POP","MEN","MLN_PER","A","2012",30.76954,
"FRA","POP","MEN","MLN_PER","A","2013",30.90798,"B"
"FRA","POP","TOT","MLN_PER","A","1950",41.82871,
"FRA","POP","TOT","MLN_PER","A","1951",42.15553,
"FRA","POP","TOT","MLN_PER","A","1952",42.45967,
"FRA","POP","TOT","MLN_PER","A","1953",42.75175,
"FRA","POP","TOT","MLN_PER","A","1954",43.05651,
"FRA","POP","TOT","MLN_PER","A","1955",43.42767,
"FRA","POP","TOT","MLN_PER","A","1956",43.84307,
"FRA","POP","TOT","MLN_PER","A","1957",44.31086,
"FRA","POP","TOT","MLN_PER","A","1958",44.78885,
"FRA","POP","TOT","MLN_PER","A","1959",45.23973,
"FRA","POP","TOT","MLN_PER","A","1960",45.68423,
"FRA","POP","TOT","MLN_PER","A","1961",46.16283,
"FRA","POP","TOT","MLN_PER","A","1962",46.9977,
"FRA","POP","TOT","MLN_PER","A","1963",47.81622,
"FRA","POP","TOT","MLN_PER","A","1964",48.31041,
"FRA","POP","TOT","MLN_PER","A","1965",48.7578,
"FRA","POP","TOT","MLN_PER","A","1966",49.16366,
"FRA","POP","TOT","MLN_PER","A","1967",49.5483,
"FRA","POP","TOT","MLN_PER","A","1968",49.9154,
"FRA","POP","TOT","MLN_PER","A","1969",50.31798,
"FRA","POP","TOT","MLN_PER","A","1970",50.77223,
"FRA","POP","TOT","MLN_PER","A","1971",51.25109,
"FRA","POP","TOT","MLN_PER","A","1972",51.70091,
"FRA","POP","TOT","MLN_PER","A","1973",52.1183,
"FRA","POP","TOT","MLN_PER","A","1974",52.46036,
"FRA","POP","TOT","MLN_PER","A","1975",52.69917,
"FRA","POP","TOT","MLN_PER","A","1976",52.90867,
"FRA","POP","TOT","MLN_PER","A","1977",53.14529,
"FRA","POP","TOT","MLN_PER","A","1978",53.37632,
"FRA","POP","TOT","MLN_PER","A","1979",53.60623,
"FRA","POP","TOT","MLN_PER","A","1980",53.88001,
"FRA","POP","TOT","MLN_PER","A","1981",54.18182,
"FRA","POP","TOT","MLN_PER","A","1982",54.49249,
"FRA","POP","TOT","MLN_PER","A","1983",54.77242,
"FRA","POP","TOT","MLN_PER","A","1984",55.02608,
"FRA","POP","TOT","MLN_PER","A","1985",55.28427,
"FRA","POP","TOT","MLN_PER","A","1986",55.54651,
"FRA","POP","TOT","MLN_PER","A","1987",55.82396,
"FRA","POP","TOT","MLN_PER","A","1988",56.11798,
"FRA","POP","TOT","MLN_PER","A","1989",56.42341,
"FRA","POP","TOT","MLN_PER","A","1990",56.70883,
"FRA","POP","TOT","MLN_PER","A","1991",56.9756,
"FRA","POP","TOT","MLN_PER","A","1992",57.23985,
"FRA","POP","TOT","MLN_PER","A","1993",57.46709,
"FRA","POP","TOT","MLN_PER","A","1994",57.65877,
"FRA","POP","TOT","MLN_PER","A","1995",57.84425,
"FRA","POP","TOT","MLN_PER","A","1996",58.02599,
"FRA","POP","TOT","MLN_PER","A","1997",58.20749,
"FRA","POP","TOT","MLN_PER","A","1998",58.39779,
"FRA","POP","TOT","MLN_PER","A","1999",58.67741,
"FRA","POP","TOT","MLN_PER","A","2000",59.06239,
"FRA","POP","TOT","MLN_PER","A","2001",59.47623,
"FRA","POP","TOT","MLN_PER","A","2002",59.89387,
"FRA","POP","TOT","MLN_PER","A","2003",60.30363,
"FRA","POP","TOT","MLN_PER","A","2004",60.73434,
"FRA","POP","TOT","MLN_PER","A","2005",61.1815,
"FRA","POP","TOT","MLN_PER","A","2006",61.59748,
"FRA","POP","TOT","MLN_PER","A","2007",61.96505,
"FRA","POP","TOT","MLN_PER","A","2008",62.30029,
"FRA","POP","TOT","MLN_PER","A","2009",62.61547,
"FRA","POP","TOT","MLN_PER","A","2010",62.91779,
"FRA","POP","TOT","MLN_PER","A","2011",63.22316,
"FRA","POP","TOT","MLN_PER","A","2012",63.514,
"FRA","POP","TOT","MLN_PER","A","2013",63.78614,
"FRA","POP","TOT","MLN_PER","A","2014",64.06225,"B"
"FRA","POP","WOMEN","MLN_PER","A","1950",21.72343,
"FRA","POP","WOMEN","MLN_PER","A","1951",21.86847,
"FRA","POP","WOMEN","MLN_PER","A","1952",22.00582,
"FRA","POP","WOMEN","MLN_PER","A","1953",22.13892,
"FRA","POP","WOMEN","MLN_PER","A","1954",22.27976,
"FRA","POP","WOMEN","MLN_PER","A","1955",22.45721,
"FRA","POP","WOMEN","MLN_PER","A","1956",22.65612,
"FRA","POP","WOMEN","MLN_PER","A","1957",22.87617,
"FRA","POP","WOMEN","MLN_PER","A","1958",23.09968,
"FRA","POP","WOMEN","MLN_PER","A","1959",23.3118,
"FRA","POP","WOMEN","MLN_PER","A","1960",23.52163,
"FRA","POP","WOMEN","MLN_PER","A","1961",23.74757,
"FRA","POP","WOMEN","MLN_PER","A","1962",24.14745,
"FRA","POP","WOMEN","MLN_PER","A","1963",24.54726,
"FRA","POP","WOMEN","MLN_PER","A","1964",24.79564,
"FRA","POP","WOMEN","MLN_PER","A","1965",25.02101,
"FRA","POP","WOMEN","MLN_PER","A","1966",25.2259,
"FRA","POP","WOMEN","MLN_PER","A","1967",25.42053,
"FRA","POP","WOMEN","MLN_PER","A","1968",25.59992,
"FRA","POP","WOMEN","MLN_PER","A","1969",25.78141,
"FRA","POP","WOMEN","MLN_PER","A","1970",25.97978,
"FRA","POP","WOMEN","MLN_PER","A","1971",26.19712,
"FRA","POP","WOMEN","MLN_PER","A","1972",26.4081,
"FRA","POP","WOMEN","MLN_PER","A","1973",26.59986,
"FRA","POP","WOMEN","MLN_PER","A","1974",26.76164,
"FRA","POP","WOMEN","MLN_PER","A","1975",26.89208,
